NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	184	174		
GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	8		Rejected!	
GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	254	234		
GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	110	104		
GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	133	119		
GO_COCHLEA_DEVELOPMENT	51	51		
GO_COCHLEA_MORPHOGENESIS	24	24		
GO_COPII_COATED_VESICLE_CARGO_LOADING	15	15		
GO_COPII_COATED_VESICLE_BUDDING	73	72		
GO_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT	8		Rejected!	
GO_REGULATION_OF_SYNAPSE_MATURATION	14		Rejected!	
GO_POSITIVE_REGULATION_OF_SYNAPSE_MATURATION	9		Rejected!	
GO_TISSUE_MIGRATION	374	287		
GO_MESENCHYME_MIGRATION	5		Rejected!	
GO_EPITHELIAL_CELL_CELL_ADHESION	16	15		
GO_REGULATION_OF_MITOCHONDRIAL_FISSION	27	24		
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	17	15		
GO_MEMBRANE_FISSION	15	15		
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	339	319		
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	49	47		
GO_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	19	17		
GO_POSITIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_CELLULAR_SPHINGOLIPID_HOMEOSTASIS	5		Rejected!	
GO_ENDOPLASMIC_RETICULUM_MEMBRANE_ORGANIZATION	5		Rejected!	
GO_GOLGI_TO_LYSOSOME_TRANSPORT	9		Rejected!	
GO_GOLGI_RIBBON_FORMATION	14		Rejected!	
GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY	30	29		
GO_GOLGI_DISASSEMBLY	7		Rejected!	
GO_REGULATION_OF_SPINDLE_ASSEMBLY	24	24		
GO_ORGANELLE_MEMBRANE_FUSION	107	100		
GO_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE	15	15		
GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	65	59		
GO_REGULATION_OF_KIDNEY_DEVELOPMENT	56	55		
GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	40	40		
GO_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	17	16		
GO_REGULATION_OF_PANCREATIC_JUICE_SECRETION	6		Rejected!	
GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT	15		Rejected!	
GO_POSITIVE_REGULATION_OF_GLOMERULUS_DEVELOPMENT	11		Rejected!	
GO_CHEMOKINE_SECRETION	14		Rejected!	
GO_POSITIVE_REGULATION_OF_CHEMOKINE_SECRETION	11		Rejected!	
GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	49	47		
GO_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	28	28		
GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	21	19		
GO_POSITIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	9		Rejected!	
GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	43	38		
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	24	22		
GO_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	12		Rejected!	
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	37	37		
GO_NEGATIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	7		Rejected!	
GO_CHROMOSOME_LOCALIZATION_TO_NUCLEAR_ENVELOPE_INVOLVED_IN_HOMOLOGOUS_CHROMOSOME_SEGREGATION	12		Rejected!	
GO_REGULATION_OF_SPINDLE_ORGANIZATION	38	38		
GO_REGULATION_OF_CENTROMERE_COMPLEX_ASSEMBLY	6		Rejected!	
GO_REGULATION_OF_SPINDLE_CHECKPOINT	14		Rejected!	
GO_POSITIVE_REGULATION_OF_SPINDLE_CHECKPOINT	7		Rejected!	
GO_REGULATION_OF_METAPHASE_PLATE_CONGRESSION	8		Rejected!	
GO_REGULATION_OF_ARACHIDONIC_ACID_SECRETION	9		Rejected!	
GO_POSITIVE_REGULATION_OF_ARACHIDONIC_ACID_SECRETION	7		Rejected!	
GO_REGULATION_OF_HISTONE_H4_ACETYLATION	14		Rejected!	
GO_POSITIVE_REGULATION_OF_HISTONE_H4_ACETYLATION	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_HISTONE_H4_ACETYLATION	6		Rejected!	
GO_AXIS_ELONGATION_INVOLVED_IN_SOMITOGENESIS	5		Rejected!	
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	256	222		
GO_REGULATION_OF_RETINAL_GANGLION_CELL_AXON_GUIDANCE	5		Rejected!	
GO_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	150	145		
GO_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	11		Rejected!	
GO_POSITIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	6		Rejected!	
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	213	204		
GO_POSITIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	99	94		
GO_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	42	39		
GO_REGULATION_OF_CALCIUM_ION_IMPORT	42	40		
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT	21	20		
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT	9		Rejected!	
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	310	269		
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	182	152		
GO_REGULATION_OF_OSTEOCLAST_PROLIFERATION	5		Rejected!	
GO_POSITIVE_REGULATION_OF_WOUND_HEALING	61	57		
GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	308	289		
GO_SPINDLE_ASSEMBLY_INVOLVED_IN_MEIOSIS	6		Rejected!	
GO_MITOTIC_SPINDLE_ASSEMBLY	65	61		
GO_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_ASSEMBLY	14		Rejected!	
GO_POSITIVE_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_ASSEMBLY	11		Rejected!	
GO_REGULATION_OF_PROTEIN_DEACETYLATION	45	44		
GO_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION	21	21		
GO_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	36	36		
GO_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	30	30		
GO_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	6		Rejected!	
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	181	178		
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	43	43		
GO_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	37	34		
GO_NEGATIVE_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	8		Rejected!	
GO_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	5		Rejected!	
GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	52	51		
GO_REGULATION_OF_PLATELET_AGGREGATION	21	21		
GO_NEGATIVE_REGULATION_OF_PLATELET_AGGREGATION	12		Rejected!	
GO_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	24	24		
GO_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	17	17		
GO_REGULATION_OF_CELL_AGING	61	46		
GO_POSITIVE_REGULATION_OF_CELL_AGING	23		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_AGING	29	24		
GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	21		Rejected!	
GO_REGULATION_OF_HEART_INDUCTION	8		Rejected!	
GO_PHAGOSOME_MATURATION	48	48		
GO_PHAGOSOME_ACIDIFICATION	28	28		
GO_PHAGOSOME_LYSOSOME_FUSION	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	12		Rejected!	
GO_CELLULAR_SENESCENCE	79	63		
GO_REPLICATIVE_SENESCENCE	14		Rejected!	
GO_STRESS_INDUCED_PREMATURE_SENESCENCE	8		Rejected!	
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	590		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_NUCLEAR_ENVELOPE	9		Rejected!	
GO_CATECHOLAMINE_UPTAKE	18	17		
GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS	160	153		
GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC	82	78		
GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC	44	43		
GO_EPIBOLY	34	30		
GO_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY	12		Rejected!	
GO_ACTIN_FILAMENT_REORGANIZATION	10		Rejected!	
GO_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	11		Rejected!	
GO_REGULATION_OF_MEMBRANE_PERMEABILITY	88	81		
GO_INFLAMMATORY_RESPONSE_TO_WOUNDING	15		Rejected!	
GO_SENSORY_ORGAN_MORPHOGENESIS	269	262		
GO_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	5		Rejected!	
GO_ACTIVATION_OF_GTPASE_ACTIVITY	108	102		
GO_MITOCHONDRIAL_TRNA_PROCESSING	13		Rejected!	
GO_MODULATION_OF_AGE_RELATED_BEHAVIORAL_DECLINE	9		Rejected!	
GO_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	10		Rejected!	
GO_CELLULAR_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	8		Rejected!	
GO_TELOMERIC_LOOP_DISASSEMBLY	11		Rejected!	
GO_WALKING_BEHAVIOR	29	29		
GO_CEREBROSPINAL_FLUID_CIRCULATION	5		Rejected!	
GO_SCARNA_LOCALIZATION_TO_CAJAL_BODY	5		Rejected!	
GO_TELOMERASE_RNA_LOCALIZATION	19	19		
GO_ENDOTHELIAL_CELL_MATRIX_ADHESION	10		Rejected!	
GO_ENDOTHELIAL_CELL_MATRIX_ADHESION_VIA_FIBRONECTIN	8		Rejected!	
GO_REVERSIBLE_DIFFERENTIATION	13		Rejected!	
GO_CELL_DIFFERENTIATION_INVOLVED_IN_PHENOTYPIC_SWITCHING	5		Rejected!	
GO_IMMUNOLOGICAL_MEMORY_PROCESS	14		Rejected!	
GO_IMMUNOLOGICAL_MEMORY_FORMATION_PROCESS	11		Rejected!	
GO_DNA_REPAIR_COMPLEX_ASSEMBLY	6		Rejected!	
GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	105	86		
GO_ENERGY_HOMEOSTASIS	35	35		
GO_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR	9		Rejected!	
GO_LYMPHOCYTE_MIGRATION_INTO_LYMPHOID_ORGANS	6		Rejected!	
GO_DENDRITIC_CELL_DIFFERENTIATION	44	41		
GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	53	51		
GO_PROTEIN_LINEAR_POLYUBIQUITINATION	5		Rejected!	
GO_DENDRITIC_CELL_APOPTOTIC_PROCESS	11		Rejected!	
GO_MOTOR_NEURON_APOPTOTIC_PROCESS	8		Rejected!	
GO_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GO_L_KYNURENINE_METABOLIC_PROCESS	7		Rejected!	
GO_DENDRITIC_SPINE_MAINTENANCE	20	19		
GO_NCRNA_EXPORT_FROM_NUCLEUS	38	37		
GO_ANTERIOR_HEAD_DEVELOPMENT	7		Rejected!	
GO_RESPONSE_TO_THYROID_HORMONE	26	26		
GO_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS	17	17		
GO_DUCTUS_ARTERIOSUS_CLOSURE	5		Rejected!	
GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT	9		Rejected!	
GO_PRESYNAPTIC_MEMBRANE_ORGANIZATION	11		Rejected!	
GO_SYNAPTIC_VESICLE_CLUSTERING	16	16		
GO_CRANIOFACIAL_SUTURE_MORPHOGENESIS	17	17		
GO_POSTSYNAPTIC_MEMBRANE_ASSEMBLY	12		Rejected!	
GO_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	9		Rejected!	
GO_POSTSYNAPTIC_DENSITY_PROTEIN_95_CLUSTERING	9		Rejected!	
GO_RECEPTOR_LOCALIZATION_TO_SYNAPSE	57	55		
GO_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE	23	23		
GO_POSITIVE_REGULATION_OF_INHIBITORY_POSTSYNAPTIC_POTENTIAL	7		Rejected!	
GO_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	13		Rejected!	
GO_GABAERGIC_NEURON_DIFFERENTIATION	14		Rejected!	
GO_AMMONIUM_ION_METABOLIC_PROCESS	25	25		
GO_MESENCHYMAL_STEM_CELL_PROLIFERATION	9		Rejected!	
GO_EPOXIDE_METABOLIC_PROCESS	5		Rejected!	
GO_RUFFLE_ASSEMBLY	44	42		
GO_AMELOGENESIS	24	22		
GO_DENTINOGENESIS	7		Rejected!	
GO_APOPTOTIC_SIGNALING_PATHWAY	612		Rejected!	
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	230	222		
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	290	274		
GO_EXECUTION_PHASE_OF_APOPTOSIS	95	90		
GO_HISTONE_H3_K36_TRIMETHYLATION	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	12		Rejected!	
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	15	15		
GO_RENAL_FILTRATION	25	22		
GO_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	8		Rejected!	
GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	122	111		
GO_AMYLOID_BETA_CLEARANCE	37	35		
GO_MITOCHONDRIAL_RESPIRASOME_ASSEMBLY	10		Rejected!	
GO_SELF_PROTEOLYSIS	7		Rejected!	
GO_OMEGA_HYDROXYLASE_P450_PATHWAY	9		Rejected!	
GO_COMPLEMENT_DEPENDENT_CYTOTOXICITY	10		Rejected!	
GO_KERATINOCYTE_APOPTOTIC_PROCESS	6		Rejected!	
GO_HEPATOCYTE_APOPTOTIC_PROCESS	12		Rejected!	
GO_PROGRAMMED_NECROTIC_CELL_DEATH	50	40		
GO_RESPONSE_TO_ALCOHOL	234	227		
GO_CELLULAR_RESPONSE_TO_ALCOHOL	91	87		
GO_PLASMA_MEMBRANE_TUBULATION	19	17		
GO_RESPONSE_TO_ANTINEOPLASTIC_AGENT	6		Rejected!	
GO_ZYMOGEN_INHIBITION	12		Rejected!	
GO_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	55	53		
GO_NEUTROPHIL_CLEARANCE	5		Rejected!	
GO_AUTOPHAGOSOME_MATURATION	40	39		
GO_PRENYLATION	10		Rejected!	
GO_CHORIONIC_TROPHOBLAST_CELL_PROLIFERATION	5		Rejected!	
GO_ESTABLISHMENT_OF_SERTOLI_CELL_BARRIER	5		Rejected!	
GO_RESPONSE_TO_INTERLEUKIN_17	11		Rejected!	
GO_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY	6		Rejected!	
GO_LIVER_REGENERATION	32	31		
GO_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER	15		Rejected!	
GO_SUPRAMOLECULAR_FIBER_ORGANIZATION	717		Rejected!	
GO_PROGRAMMED_CELL_DEATH_IN_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	14		Rejected!	
GO_MOTOR_NEURON_MIGRATION	6		Rejected!	
GO_SYNAPTIC_VESICLE_LOCALIZATION	57	56		
GO_DENDRITE_EXTENSION	36	34		
GO_NEURON_PROJECTION_GUIDANCE	285	281		
GO_REGULATION_OF_VESICLE_SIZE	10		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM	13		Rejected!	
GO_RECEPTOR_LOCALIZATION_TO_NON_MOTILE_CILIUM	5		Rejected!	
GO_MANNOSYLATION	37	33		
GO_SIALYLATION	20	20		
GO_NECROPTOTIC_SIGNALING_PATHWAY	8		Rejected!	
GO_MYELOID_LEUKOCYTE_MIGRATION	221	206		
GO_GRANULOCYTE_MIGRATION	149	140		
GO_MAST_CELL_MIGRATION	13		Rejected!	
GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	140	134		
GO_SEQUESTERING_OF_IRON_ION	7		Rejected!	
GO_LAMELLIPODIUM_ORGANIZATION	87	81		
GO_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	19	17		
GO_L_ARGININE_IMPORT_ACROSS_PLASMA_MEMBRANE	6		Rejected!	
GO_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_CLASSICAL_NONHOMOLOGOUS_END_JOINING	6		Rejected!	
GO_HISTONE_H3_K4_MONOMETHYLATION	8		Rejected!	
GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	174	157		
GO_CONNECTIVE_TISSUE_REPLACEMENT	20		Rejected!	
GO_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING	95	94		
GO_CALCINEURIN_MEDIATED_SIGNALING	49	47		
GO_SPERM_MOTILITY	96	91		
GO_DE_NOVO_CENTRIOLE_ASSEMBLY	5		Rejected!	
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER	60	56		
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER	86	83		
GO_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION	6		Rejected!	
GO_HISTONE_H3_K27_TRIMETHYLATION	8		Rejected!	
GO_CENTRIOLE_ASSEMBLY	40	39		
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	1203		Rejected!	
GO_DETECTION_OF_OTHER_ORGANISM	19	16		
GO_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS	24	21		
GO_CELLULAR_RESPONSE_TO_VIRUS	64	54		
GO_OBSERVATIONAL_LEARNING	8		Rejected!	
GO_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING	10		Rejected!	
GO_CELL_CELL_ADHESION	884		Rejected!	
GO_CATION_TRANSMEMBRANE_TRANSPORT	890		Rejected!	
GO_ANION_TRANSMEMBRANE_TRANSPORT	315	307		
GO_IMPORT_INTO_CELL	230	226		
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	868		Rejected!	
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	121	119		
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	114	112		
GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	9		Rejected!	
GO_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	21	21		
GO_NEUROTRANSMITTER_LOADING_INTO_SYNAPTIC_VESICLE	8		Rejected!	
GO_CARBOHYDRATE_IMPORT_ACROSS_PLASMA_MEMBRANE	6		Rejected!	
GO_GLUCOSE_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GO_IRON_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GO_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GO_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	19	19		
GO_ASYMMETRIC_STEM_CELL_DIVISION	10		Rejected!	
GO_MAINTENANCE_OF_CELL_NUMBER	164	161		
GO_MACROMOLECULE_DEACYLATION	111	108		
GO_MACROMOLECULE_DEPALMITOYLATION	13		Rejected!	
GO_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	5		Rejected!	
GO_IMPORT_ACROSS_PLASMA_MEMBRANE	157	155		
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	277	235		
GO_CELL_AGGREGATION	24	23		
GO_BONE_CELL_DEVELOPMENT	35	34		
GO_DETOXIFICATION	138	125		
GO_RESPONSE_TO_INTERLEUKIN_7	42	28		
GO_SKIN_EPIDERMIS_DEVELOPMENT	90	90		
GO_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION	21	19		
GO_NCRNA_TRANSCRIPTION	109	101		
GO_MRNA_CLEAVAGE_INVOLVED_IN_MRNA_PROCESSING	14		Rejected!	
GO_XENOPHAGY	9		Rejected!	
GO_REGULATION_OF_RENAL_SYSTEM_PROCESS	35	35		
GO_NEUROTRANSMITTER_REUPTAKE	32	31		
GO_NUCLEAR_CHROMOSOME_SEGREGATION	272	249		
GO_SPONTANEOUS_SYNAPTIC_TRANSMISSION	14		Rejected!	
GO_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	45	44		
GO_FOLATE_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GO_PROTEIN_TRANSPORT_ALONG_MICROTUBULE	68	67		
GO_INTESTINAL_LIPID_ABSORPTION	19	19		
GO_BONE_GROWTH	31	31		
GO_CELLULAR_OXIDANT_DETOXIFICATION	103	93		
GO_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	94	85		
GO_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE	6		Rejected!	
GO_SYNAPSE_PRUNING	11		Rejected!	
GO_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	20	20		
GO_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	12		Rejected!	
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_ENDOSOME_TO_POSTSYNAPTIC_MEMBRANE	10		Rejected!	
GO_REGULATION_OF_ACTION_POTENTIAL	57	51		
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	34	28		
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	7		Rejected!	
GO_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	13		Rejected!	
GO_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	5		Rejected!	
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION	8		Rejected!	
GO_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	7		Rejected!	
GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	19	15		
GO_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	7		Rejected!	
GO_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	19		Rejected!	
GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	11		Rejected!	
GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	5		Rejected!	
GO_POSTSYNAPTIC_SIGNAL_TRANSDUCTION	37	35		
GO_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	42	40		
GO_AXONAL_TRANSPORT	59	59		
GO_DENDRITIC_TRANSPORT	10		Rejected!	
GO_ANTEROGRADE_DENDRITIC_TRANSPORT	6		Rejected!	
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_POSTSYNAPTIC_ENDOSOME_TO_LYSOSOME	7		Rejected!	
GO_RECEPTOR_DIFFUSION_TRAPPING	9		Rejected!	
GO_ANTEROGRADE_AXONAL_TRANSPORT_OF_MITOCHONDRION	5		Rejected!	
GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	17	17		
GO_EXOCYTIC_INSERTION_OF_NEUROTRANSMITTER_RECEPTOR_TO_POSTSYNAPTIC_MEMBRANE	5		Rejected!	
GO_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION	9		Rejected!	
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	220	217		
GO_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY	8		Rejected!	
GO_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	18	18		
GO_VESICLE_TETHERING	9		Rejected!	
GO_VESICLE_TETHERING_TO_GOLGI	6		Rejected!	
GO_POSTSYNAPSE_ASSEMBLY	31	31		
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	68	65		
GO_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	34	34		
GO_MICROTUBULE_BASED_TRANSPORT	190	185		
GO_TRNA_5_END_PROCESSING	16	15		
GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	12		Rejected!	
GO_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	13		Rejected!	
GO_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	9		Rejected!	
GO_POSTSYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	16	16		
GO_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	15	15		
GO_PRESYNAPSE_ORGANIZATION	53	52		
GO_POSTSYNAPSE_ORGANIZATION	173	169		
GO_REGULATION_OF_PRESYNAPSE_ORGANIZATION	36	35		
GO_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	107	104		
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	455	447		
GO_POSTSYNAPTIC_CYTOSKELETON_ORGANIZATION	15		Rejected!	
